,name,header,image,bio
425,Walker Evans,Walker Evans,/wiki/File:Walker_Evans_1937-02.jpg,"['Walker Evans (November 3, 1903 – April 10, 1975) was an American photographer and photojournalist best known for his work for the Farm Security Administration (FSA) documenting the effects of the Great Depression. Much of Evans\'s work from the FSA period uses the large-format, 8×10-inch (200×250\xa0mm) view camera.  He said that his goal as a photographer was to make pictures that are ""literate, authoritative, transcendent"".[1]\n']"
426,Isabelle Evans,Isabelle Evans,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
427,Michal Rovner,Michal Rovner,/wiki/File:Michal_Rovner.jpg,"['Michal Rovner (born 1957) is an Israeli video, photo and cinema artist.\n']"
428,Charles Clough,Charles Clough,/wiki/File:Disambig_gray.svg,['Charles Clough may refer to:\n']
429,Bryyinyuwuy possibly,Bryyinyuwuy possibly,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
430,Gill Lunda Hoyle,Gill Lunda Hoyle,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
431,Ephrem Kouakou,Ephrem Kouakou,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
432,Malvin Gray Johnson,Malvin Gray Johnson,"/wiki/File:Self-portrait_by_Malvin_Gray_Johnson,_1934,_Smithsonian_American_Art_Museum.jpg","['Malvin Gray Johnson (January 28, 1896 – October 4, 1934) was an African-American painter, born and raised in Greensboro, North Carolina. \n']"
433,Czech Anonymous,Czech Anonymous,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
434,Joshua Reynolds,Joshua Reynolds,/wiki/File:Sir_Joshua_Reynolds_-_Self-Portrait_-_Google_Art_Project_(2315517).jpg,"['Sir Joshua Reynolds PRA FRS FRSA (16 July 1723 – 23 February 1792) was an English painter, specialising in portraits. John Russell said he was one of the major European painters of the 18th century.[1] He promoted the ""Grand Style"" in painting which depended on idealization of the imperfect. He was a founder and first president of the Royal Academy of Arts, and was knighted by George III in 1769.\n']"
435,Mark Tobey,Mark Tobey,/wiki/File:Mark_Tobey_(1964)_by_Erling_Mandelmann.jpg,"['Mark George Tobey (December 11, 1890 – April 24, 1976) was an American painter. His densely structured compositions, inspired by Asian calligraphy, resemble Abstract expressionism,[1][2] although the motives for his compositions differ philosophically from most Abstract Expressionist painters. His work was widely recognized throughout the United States and Europe. Along with Guy Anderson, Kenneth Callahan, Morris Graves, and William Cumming, Tobey was a founder of the Northwest School. Senior in age and experience, he had a strong influence on the others; friend and mentor, Tobey shared their interest in philosophy and Eastern religions. Similar to others of the Northwest School, Tobey was mostly self-taught after early studies at the Art Institute of Chicago. In 1921, Tobey founded the art department at The Cornish School in Seattle, Washington.[3]\n']"
436,Kenneth Callahan,Kenneth Callahan,"/wiki/File:Kenneth_Callahan,_artist.jpg","['Kenneth Callahan (1905–1986) was an American painter and muralist who served as a catalyst for Northwest artists in the mid-20th century through his own painting, his work as assistant director and curator at the Seattle Art Museum, and his writings about contemporary art. Born in Eastern Washington and largely self-taught as an artist, Callahan was committed to an art that went beyond the merely illustrative. He enrolled at the University of Washington in 1924 but did not stay long. He traveled widely, absorbing influences from the different countries and cultures he experienced. His talent was recognized early; his work was included in the first Whitney Biennial exhibition in 1933 and he went on to a distinguished painting career. Callahan is identified as one of the Northwest Mystics – along with Guy Anderson, Morris Graves, and Mark Tobey, who shared a muted palette and strong interest in Asian aesthetics.[1]\n']"
437,Jacopo Amigoni,Jacopo Amigoni,"/wiki/File:Self_portrait_by_Jacopo_Amigoni,_probably_London,_1730-1735,_oil_on_canvas_-_Hessisches_Landesmuseum_Darmstadt_-_Darmstadt,_Germany_-_DSC01160.jpg","['Jacopo Amigoni (ca. 1685–1752), also named Giacomo Amiconi, was an Italian painter of the late-Baroque or Rococo period, who began his career in Venice, but traveled and was prolific throughout Europe, where his sumptuous portraits were much in demand.\n']"
438,Fra Angelico,Fra Angelico,/wiki/File:Fra_Angelico_portrait.jpg,"['Fra Angelico (born Guido di Pietro; c.\u20091395[2]\xa0– February 18, 1455) was an Italian painter of the Early Renaissance, described by Vasari in his Lives of the Artists as having ""a rare and perfect talent"".[3]\n', 'Rome\n', 'Cortona\n', 'Fiesole\n', 'Florence, Santa Trinita\n', 'Florence, Santa Maria degli Angeli\n', 'Florence, Santa Maria Novella\n', 'Orvieto Cathedral\n', 'Niccoline Chapel\n']"
439,Zanobi Strozzi,Zanobi Strozzi,"/wiki/File:Beato_angelico,_anunciazione_c._33v,_messale_558,_1430_circa,_san_marco,_firenze.jpg","['Zanobi Strozzi (17 November 1412 – 6 December 1468) was an Italian painter and manuscript illuminator, active in his native Florence and nearby Fiesole. He was evidently closely associated with Fra Angelico, if not perhaps a formal pupil as Vasari says.[1] He is ""almost certainly identifiable"" with the ""Buckingham Palace Master"".[2] Most surviving works are manuscript illuminations, but several panel paintings survive, including six altarpieces and six panels with the Virgin and Child,[3] as well as some designs for metalwork.\n']"
440,Antonello da Messina,Antonello da Messina,/wiki/File:Antonello_da_Messina_-_Portrait_of_a_Man_-_National_Gallery_London.jpg,"['Antonello da Messina, properly Antonello di Giovanni di Antonio, but also called Antonello degli Antoni[1] and Anglicized as Anthony of Messina (c. 1430\xa0– February 1479), was an Italian painter from Messina, Sicily, active during the Early Italian Renaissance. His work shows strong influences from Early Netherlandish painting although there is no documentary evidence that he ever travelled beyond Italy.[2] Giorgio Vasari credited him with the introduction of oil painting into Italy.[3]  Unusually for a south Italian artist of the Renaissance, his work proved influential on painters in northern Italy, especially in Venice.\n']"
441,Antonello de Saliba,Antonio de Saliba,/wiki/File:Sandro_Botticelli_083.jpg,"['Antonio de Saliba, or Antonello de Saliba or Resaliba, (c.1466-c.1535) was an Italian painter of the Renaissance period, mainly active in Sicily and Calabria.\n']"
442,Antoniazzo Romano,Antoniazzo Romano,/wiki/File:Annunciazione_Antoniazzo.jpg,"['Antoniazzo Romano, born Antonio di Benedetto Aquilo degli Aquili (c. 1430 – c. 1510) was an Italian Early Renaissance painter, the leading figure of the Roman school during the 15th century.\n']"
443,Ulrich Apt,Ulrich Apt,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
444,Abram Efimovich Arkhipov,Abram Efimovich Arkhipov,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
445,Jacques d' Arthois,Jacques d'Arthois,/wiki/File:Jacques_van_Arthois_by_Jan_Meyssens.jpg,"[""Jacques d'Arthois[a] (12 October 1613 (baptised) – May 1686) was a Flemish painter and tapestry designer who specialized in wooded landscapes with figures.  He often depicted the woods around his native Brussels.[1]  Jacques d'Arthois was one of the few 17th century landscape painters from Brussels whose fame was remembered in the following centuries as his style was imitated or followed by many other landscape artists.[2]\n""]"
446,Bachiacca,Bachiacca,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
447,Jacob Backer,Jacob Backer,/wiki/File:Disambig_gray.svg,['Jacob Backer may refer to:\n']
448,David Bailly,David Bailly,/wiki/File:David_Bailly_Vanitas1651.jpg,['David Bailly (1584–1657) was a Dutch Golden Age painter.\n']
449,Dionisio Baixeras y Verdaguer,Dionisio Baixeras y Verdaguer,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
450,Hans Baldung,Hans Baldung,"/wiki/File:Hans_Baldung,_Self-Portrait.jpg","['Hans Baldung Grien or Grün[1] (c. 1484 – September 1545) was a German artist in painting and printmaking who was considered the most gifted student of Albrecht Dürer. Throughout his lifetime, Baldung developed a distinctive style, full of color, expression and imagination. His talents were varied, and he produced a great and extensive variety of work including portraits, woodcuts, altarpieces, drawings, tapestries, allegories and mythological motifs.\n', 'Attribution:\n']"
451,Ercole Banci,Ercole Banci,/wiki/File:Wiktionary-logo-v2.svg,['Other reasons this message may be displayed:\n']
452,Charles Bargue,Charles Bargue,/wiki/File:Portrait_of_the_Artist_(%3F)_MET_DP805125.jpg,"['Charles Bargue (c. 1826/1827 – April 6, 1883) was a French painter and lithographer noted for devising an influential drawing course.\n', 'Publication\n', 'Paintings\n']"
453,Fra Bartolomeo,Fra Bartolomeo,/wiki/File:Fra_bartolomeo.jpg,"['Fra Bartolomeo or Bartolommeo OP (UK: /ˌbɑːrtɒləˈmeɪoʊ/, US: /-toʊl-/, Italian:\xa0[bartolo(m)ˈmɛːo]; 28 March 1472\xa0– 31 October 1517), also known as Bartolommeo di Pagholo,[1] Bartolommeo di S. Marco,[2] and his original name Baccio della Porta,[2] was an Italian Renaissance painter of religious subjects.  He spent all his career in Florence until his mid-forties, when he travelled to work in various cities, as far south as Rome.  He trained with Cosimo Roselli and in the 1490s fell under the influence of Savonarola, which led him to become a Dominican friar in 1500, renouncing painting for several years.\n', 'Attribution:\n']"
454,Bartolomeo degli Erri,Bartolomeo degli Erri,"/wiki/File:Bartolomeo_degli_erri,_visione_di_san_paolino,_1465_ca..JPG",['Bartolomeo degli Erri (1447–1482) was an Italian Gothic painter of the Italian Renaissance.\n']
455,Jules Bastien-Lepage,Jules Bastien-Lepage,/wiki/File:Bastien-Lepage_Autoportrait.jpg,"['Jules Bastien-Lepage (1 November 1848 – 10 December 1884) was a French painter closely associated with the beginning of naturalism, an artistic style that emerged from the later phase of the Realist movement.\n']"
456,Pompeo Batoni,Pompeo Batoni,/wiki/File:Pompeo-batoni-painting-self-portrait.jpg,"['Pompeo Girolamo Batoni (25 January 1708 – 4 February 1787) was an Italian painter who displayed a solid technical knowledge in his portrait work and in his numerous allegorical and mythological pictures. The high number of foreign visitors travelling throughout Italy and reaching Rome during their ""Grand Tour"" made the artist specialize in portraits. Batoni won international fame largely thanks to his customers, mostly British of noble origin, whom he portrayed, often with famous Italian landscapes in the background. Such Grand Tour portraits by Batoni were in British private collections, thus ensuring the genre\'s popularity in Great Britain. One generation later, Sir Joshua Reynolds would take up this tradition and become the leading English portrait painter. Although Batoni was considered the best Italian painter of his time, contemporary chronicles mention his rivalry with Anton Raphael Mengs.\n']"
