,Surname,First_name,Full_name,Birth_date,Death_date,Artist_id
1940,Aiken,Mary Hoover,Mary Hoover Aiken,1905      ,1992      ,1940
1941,Morgan,Maud,Maud Morgan,1903      ,1999      ,1941
1942,Buller,Audrey,Audrey Buller,1902      ,1984      ,1942
1943,Blum,Edith C.,Edith C. Blum,1895      ,1976      ,1943
1944,Lane,Harry,Harry Lane,1891      ,1973      ,1944
1945,Levi,Julian,Julian Levi,1900      ,1982      ,1945
1946,Grosz,George,George Grosz,1893      ,1959      ,1946
1947,Gropper,William,William Gropper,1897      ,1977      ,1947
1948,Bohus,Irene De,Irene De Bohus,1914      ,2014      ,1948
1949,Lantz,Paul Valentine,Paul Valentine Lantz,1908      ,2000      ,1949
1950,Ruellan,Andrée,Andrée Ruellan,1905      ,2006      ,1950
1951,Allen,Junius,Junius Allen,1898      ,1962      ,1951
1952,Lane,Betty,Betty Lane,1907      ,1996      ,1952
1953,Austin,Darrel,Darrel Austin,1906      ,1994      ,1953
1954,Shoulberg,Harry,Harry Shoulberg,1903      ,1995      ,1954
1955,Drysdale,George Russell,George Russell Drysdale,1912      ,1981      ,1955
1956,Soyer,Moses,Moses Soyer,1899      ,1974      ,1956
1957,Pyle,William Scott,William Scott Pyle,1888      ,1938      ,1957
1958,Levine,Jack,Jack Levine,1915      ,2010      ,1958
1959,Feininger,Lyonel Charles,Lyonel Charles Feininger,1871      ,1956      ,1959
1960,Atherton,John,John Atherton,1900      ,1952      ,1960
1961,Bohrod,Aaron,Aaron Bohrod,1907      ,1992      ,1961
1962,Breinin,Raymond,Raymond Breinin,1910      ,2000      ,1962
1963,Howard,Charles Houghton,Charles Houghton Howard,1899      ,1978      ,1963
1964,Evergood,Philip,Philip Evergood,1901      ,1973      ,1964
1965,Kleinholz,Frank,Frank Kleinholz,1901      ,1987      ,1965
1966,Roesch,Kurt Ferdinan,Kurt Ferdinan Roesch,1905      ,1984      ,1966
1967,Berman,Eugene,Eugene Berman,1899      ,1972      ,1967
1968,Tomlin,Bradley Walker,Bradley Walker Tomlin,1899      ,1953      ,1968
1969,Tasker,William,William Tasker,Unknown,Unknown,1969
1970,Presser,Josef,Josef Presser,1907      ,1967      ,1970
1971,Farruggio,Remo,Remo Farruggio,1906      ,1981      ,1971
1972,Wilson,Reginald,Reginald Wilson,1909      ,1993      ,1972
1973,Martini,Joseph De,Joseph De Martini,1896      ,1984      ,1973
1974,Benn,Ben,Ben Benn,1884      ,1983      ,1974
1975,Jackson,Lee,Lee Jackson,1909      ,2002      ,1975
1976,Lebrun,Rico,Rico Lebrun,1900      ,1964      ,1976
1977,Leonid,blank_,Leonid,1896      ,1976      ,1977
1978,Tschacbasov,Nahum,Nahum Tschacbasov,1899      ,1984      ,1978
1979,Watkins,Franklin,Franklin Watkins,1894      ,1972      ,1979
1980,Weeks,John,John Weeks,1886      ,1965      ,1980
1981,Tizard,Ronald,Ronald Tizard,1908      ,2000      ,1981
1982,Werboff,Michel Alexa,Michel Alexa Werboff,1896      ,1996      ,1982
1983,Marin,John,John Marin,1870      ,1953      ,1983
1984,Varga,Margit,Margit Varga,1908      ,2005      ,1984
1985,Ipcar,Dahlov,Dahlov Ipcar,1917      ,2017      ,1985
1986,Nordfeldt,B. J. O.,B. J. O. Nordfeldt,1878      ,1955      ,1986
1987,Spruce,Everett,Everett Spruce,1908      ,2002      ,1987
1988,Stuempfig,Walter,Walter Stuempfig,1914      ,1970      ,1988
1989,Demuth,Charles,Charles Demuth,1883      ,1935      ,1989
1990,Kandinsky,Vasily,Vasily Kandinsky,1866      ,1944      ,1990
1991,Severini,Gino,Gino Severini,1883      ,1966      ,1991
1992,Rivera,Diego,Diego Rivera,1886      ,1957      ,1992
1993,Macdonald-Wright,Sta,Sta Macdonald-Wright,1890      ,1973      ,1993
1994,Wood,Grant,Grant Wood,1892      ,1942      ,1994
1995,Siporin,Mitchell,Mitchell Siporin,1910      ,1976      ,1995
1996,Zerbe,Karl,Karl Zerbe,1903      ,1972      ,1996
1997,Rattner,Abraham,Abraham Rattner,1893      ,1978      ,1997
1998,Osver,Arthur,Arthur Osver,1912      ,2006      ,1998
1999,Roberts,Priscilla,Priscilla Roberts,1916      ,2001      ,1999
2000,Wyeth,Andrew,Andrew Wyeth,1917      ,2009      ,2000
2001,Vertes,Marcel,Marcel Vertes,1895      ,1961      ,2001
2002,Brackman,Robert,Robert Brackman,1898      ,1980      ,2002
2003,Albright,Ivan,Ivan Albright,1897      ,1983      ,2003
2004,Alston,Charles Henry,Charles Henry Alston,1907      ,1977      ,2004
2005,Dasburg,Andrew Micha,Andrew Micha Dasburg,1887      ,1979      ,2005
2006,Serisawa,Sueo,Sueo Serisawa,1910      ,2004      ,2006
2007,Greenwood,Marion,Marion Greenwood,1909      ,1970      ,2007
2008,Dodd,Lamar,Lamar Dodd,1909      ,1996      ,2008
2009,Brown,Carlyle,Carlyle Brown,1919      ,1963      ,2009
2010,Murch,Walter,Walter Murch,1907      ,1967      ,2010
2011,Karp,Leon,Leon Karp,1903      ,1951      ,2011
2012,Ernst,Jimmy,Jimmy Ernst,1920      ,1984      ,2012
2013,Mangravite,Peppino,Peppino Mangravite,1896      ,1978      ,2013
2014,Salemme,Attilio,Attilio Salemme,1911      ,1955      ,2014
2015,Stettheimer,Florine,Florine Stettheimer,1871      ,1944      ,2015
2016,Dreier,Katherine Sophie,Katherine Sophie Dreier,1877      ,1952      ,2016
2017,Sterne,Hedda,Hedda Sterne,1910      ,2011      ,2017
2018,Philipp,Robert,Robert Philipp,1895      ,1981      ,2018
2019,Greene,Balcomb,Balcomb Greene,1904      ,1990      ,2019
2020,Congdon,William Gros,William Gros Congdon,1912      ,1998      ,2020
2021,Simon,Sidney,Sidney Simon,1917      ,1997      ,2021
2022,Gray,Cleve,Cleve Gray,1918      ,2004      ,2022
2023,Ariza,Gonzalo,Gonzalo Ariza,1912      ,1995      ,2023
2024,Glasco,Joseph,Joseph Glasco,1925      ,1996      ,2024
2025,Eugen,Prince Of Sweden,Prince Of Sweden Eugen,1865      ,1947      ,2025
2026,Sibley,Charles Kenne,Charles Kenne Sibley,1921      ,2005      ,2026
2027,Blatas,Arbit,Arbit Blatas,1908      ,1999      ,2027
2028,Thon,William,William Thon,1906      ,2000      ,2028
2029,Maurer,Alfred,Alfred Maurer,1868      ,1932      ,2029
2030,Sage,Kay,Kay Sage,1898      ,1963      ,2030
2031,Shaw,Charles,Charles Shaw,1892      ,1974      ,2031
2032,Candell,Victor,Victor Candell,1903      ,1977      ,2032
2033,Tworkov,Jack,Jack Tworkov,1900      ,1982      ,2033
2034,Clark,Eliot,Eliot Clark,1883      ,1980      ,2034
2035,Tanguy,Yves,Yves Tanguy,1900      ,1955      ,2035
2036,Hultberg,John,John Hultberg,1922      ,2005      ,2036
2037,Heliker,John,John Heliker,1909      ,2000      ,2037
2038,Carone,Nicolas,Nicolas Carone,1917      ,2010      ,2038
2039,Rivers,Larry,Larry Rivers,1923      ,2002      ,2039
2040,Etnier,Stephen,Stephen Etnier,1903      ,1984      ,2040
2041,Gorky,Arshile,Arshile Gorky,1904      ,1948      ,2041
2042,Bruckman,Lodewijk Ka,Lodewijk Ka Bruckman,1903      ,1995      ,2042
2043,Cloar,Carroll,Carroll Cloar,1913      ,1993      ,2043
2044,Brockhurst,Gerald Leslie,Gerald Leslie Brockhurst,1890      ,1978      ,2044
2045,Tooker,George,George Tooker,1920      ,2011      ,2045
2046,Craig,Nancy Ellen,Nancy Ellen Craig,1927      ,2027      ,2046
2047,Morris,Carl A,Carl A Morris,1911      ,1993      ,2047
2048,Shikler,Aaron A,Aaron A Shikler,1922      ,2015      ,2048
2049,Chabas,Paul,Paul Chabas,1869      ,1937      ,2049
2050,Ossorio,Alfonso,Alfonso Ossorio,1916      ,1990      ,2050
2051,Annigoni,Pietro,Pietro Annigoni,1910      ,1988      ,2051
2052,Fry,Roger Eliot,Roger Eliot Fry,1866      ,1934      ,2052
2053,Carroll,John,John Carroll,1892      ,1959      ,2053
2054,Metzinger,Jean,Jean Metzinger,1883      ,1956      ,2054
2055,John,Augustus,Augustus John,1878      ,1961      ,2055
2056,Bruce,Patrick Henry,Patrick Henry Bruce,1881      ,1936      ,2056
2057,Fredrick,Millie Bruhl,Millie Bruhl Fredrick,1878      ,1962      ,2057
2058,Cunningham,Patricia,Patricia Cunningham,1907      ,1984      ,2058
2059,Laufman,Sidney,Sidney Laufman,1891      ,1985      ,2059
2060,Bluemner,Oscar,Oscar Bluemner,1867      ,1938      ,2060
2061,Gleizes,Albert,Albert Gleizes,1881      ,1953      ,2061
2062,Ault,George,George Ault,1891      ,1948      ,2062
2063,Blum,Jerome,Jerome Blum,1884      ,1956      ,2063
2064,Vickrey,Robert,Robert Vickrey,1926      ,2011      ,2064
2065,Segonzac,André-Dunoyer de,André-Dunoyer de Segonzac,1884      ,1974      ,2065
2066,Louis,Séraphine,Séraphine Louis,1864      ,1942      ,2066
2067,Vallotton,Félix,Félix Vallotton,1865      ,1925      ,2067
2068,Beckmann,Max,Max Beckmann,1884      ,1950      ,2068
2069,Besnard,Paul-Albert,Paul-Albert Besnard,1849      ,1934      ,2069
2070,Dongen,Kees van,Kees van Dongen,1877      ,1968      ,2070
2071,Dufy,Raoul,Raoul Dufy,1877      ,1953      ,2071
2072,Ensor,James,James Ensor,1860      ,1949      ,2072
2073,Kisling,Moïse,Moïse Kisling,1891      ,1953      ,2073
2074,Laprade,Pierre,Pierre Laprade,1875      ,1931      ,2074
2075,Graham,John,John Graham,1881      ,1961      ,2075
2076,Reynolds,Alan,Alan Reynolds,1926      ,2014      ,2076
2077,Xceron,Jean,Jean Xceron,1890      ,1967      ,2077
2078,Hirsch,Stefan,Stefan Hirsch,1899      ,1964      ,2078
2079,Goodnough,Robert,Robert Goodnough,1917      ,2010      ,2079
2080,Crampton,Rollin,Rollin Crampton,1886      ,1970      ,2080
2081,Bell,Vanessa Stephen,Vanessa Stephen Bell,1879      ,1961      ,2081
2082,Bacon,Francis,Francis Bacon,1909      ,1992      ,2082
2083,Brauner,Victor,Victor Brauner,1903      ,1966      ,2083
2084,Ernst,Max,Max Ernst,1891      ,1976      ,2084
2085,Giacometti,Alberto,Alberto Giacometti,1901      ,1966      ,2085
2086,Gallagher,Ellen,Ellen Gallagher,1965      ,2065      ,2086
2087,Owens,Laura,Laura Owens,1970      ,2070      ,2087
2088,Lewis,Wyndham,Wyndham Lewis,1882      ,1957      ,2088
2089,Feeley,Paul,Paul Feeley,1910      ,1966      ,2089
2090,Kerkam,Earl,Earl Kerkam,1891      ,1965      ,2090
2091,Leslie,Alfred,Alfred Leslie,1927      ,2027      ,2091
2092,Niro,Robert De,Robert De Niro,1922      ,1993      ,2092
2093,Stanczak,Julian,Julian Stanczak,1928      ,2017      ,2093
2094,Mangan,Stephen,Stephen Mangan,1964      ,2064      ,2094
2095,Phillips,Ian,Ian Phillips,1968      ,2068      ,2095
2096,Levy,Edgar,Edgar Levy,1907      ,1975      ,2096
2097,Denis,Maurice,Maurice Denis,1870      ,1943      ,2097
2098,Brown,Alice Dalton,Alice Dalton Brown,1939      ,2039      ,2098
2099,Moser,Wilhelm,Wilhelm Moser,1947      ,2047      ,2099
2100,Weinstein,Matthew,Matthew Weinstein,1964      ,2064      ,2100
2101,Cottingham,Robert,Robert Cottingham,1935      ,2035      ,2101
2102,Ryman,Robert,Robert Ryman,1930      ,2030      ,2102
2103,Fraser,Scott,Scott Fraser,1957      ,2057      ,2103
2104,Childs,Bernard,Bernard Childs,1910      ,1985      ,2104
2105,Smith,Tremain,Tremain Smith,1961      ,2061      ,2105
2106,Kline,Martin,Martin Kline,1961      ,2061      ,2106
2107,Van Esselstyn,Mari-Louise,Mari-Louise Van Esselstyn,1921      ,2008      ,2107
2108,Gibson,John,John Gibson,1958      ,2058      ,2108
2109,Hatton,Julian,Julian Hatton,1956      ,2056      ,2109
2110,Süe,Louis,Louis Süe,1875      ,1968      ,2110
2111,Fasanella,Ralph,Ralph Fasanella,1914      ,1997      ,2111
2112,Peretz,Anne,Anne Peretz,1938      ,2038      ,2112
2113,Moller,Hans,Hans Moller,1905      ,2000      ,2113
2114,Smith,Vincent D.,Vincent D. Smith,1929      ,2003      ,2114
2115,Phelan,Ellen,Ellen Phelan,1943      ,2043      ,2115
2116,Torok,Jim,Jim Torok,1954      ,2054      ,2116
2117,Carrington,Leonora,Leonora Carrington,1917      ,2011      ,2117
2118,Magritte,René,René Magritte,1898      ,1967      ,2118
2119,Riopelle,Jean-Paul,Jean-Paul Riopelle,1923      ,2002      ,2119
2120,Nel,Karel,Karel Nel,1955      ,2055      ,2120
2121,Scott,William,William Scott,1913      ,1989      ,2121
2122,Fischl,Eric,Eric Fischl,1948      ,2048      ,2122
2123,Levine,Tom,Tom Levine,1945      ,2045      ,2123
2124,Lawrence,Jacob,Jacob Lawrence,1917      ,2000      ,2124
2125,Vasarely,Victor,Victor Vasarely,1908      ,1997      ,2125
2126,Kurbanov,Sukhrob,Sukhrob Kurbanov,1946      ,2046      ,2126
2127,Segal,Arthur,Arthur Segal,1875      ,1944      ,2127
2128,Matisse,Pierre,Pierre Matisse,1900      ,1989      ,2128
2129,Wou-Ki,Zao,Zao Wou-Ki,1921      ,2013      ,2129
2130,Eddy,Don,Don Eddy,1944      ,2044      ,2130
2131,Nicholson,Ben,Ben Nicholson,1894      ,1982      ,2131
2132,Clemente,Francesco,Francesco Clemente,1952      ,2052      ,2132
2133,Rauschenberg,Robert,Robert Rauschenberg,1925      ,2008      ,2133
2134,Dawson,Manierre,Manierre Dawson,1887      ,1969      ,2134
2135,Smith,Jaune Quick-to-See,Jaune Quick-to-See Smith,1940      ,2040      ,2135
2136,Sirry,Gazbia,Gazbia Sirry,1925      ,2025      ,2136
2137,Woodman,Betty,Betty Woodman,1930      ,2030      ,2137
2138,Ranson,Paul,Paul Ranson,1864      ,1909      ,2138
2139,Reigl,Judit,Judit Reigl,1923      ,2023      ,2139
2140,Steir,Pat,Pat Steir,1940      ,2040      ,2140
2141,Hanson,Joseph Mellor,Joseph Mellor Hanson,1900      ,1963      ,2141
2142,Brown,Cecily,Cecily Brown,1969      ,2069      ,2142
2143,Sacks,Peter,Peter Sacks,1950      ,2050      ,2143
2144,Newton RA,Algernon,Algernon Newton RA,1880      ,1968      ,2144
2145,Condo,George,George Condo,1957      ,2057      ,2145
2146,Francis,Sam,Sam Francis,1923      ,1994      ,2146
2147,Hopper,Dennis,Dennis Hopper,1936      ,2010      ,2147
2148,Saville,Jenny,Jenny Saville,1970      ,2070      ,2148
2149,Bennett,Amy,Amy Bennett,1977      ,2077      ,2149
2150,Upton,Richard,Richard Upton,1931      ,2013      ,2150
2151,Loving,Al,Al Loving,1935      ,2005      ,2151
2152,Mangold,Sylvia Plimack,Sylvia Plimack Mangold,1938      ,2038      ,2152
2153,Rana,Rashid,Rashid Rana,1968      ,2068      ,2153
2154,Bailey,Radcliffe,Radcliffe Bailey,1968      ,2068      ,2154
2155,Holzer,Jenny,Jenny Holzer,1950      ,2050      ,2155
2156,Joffe,Chantal,Chantal Joffe,1969      ,2069      ,2156
2157,Lowman,Nate,Nate Lowman,1979      ,2079      ,2157
2158,Moffett,Donald,Donald Moffett,1955      ,2055      ,2158
2159,Innes,Callum,Callum Innes,1962      ,2062      ,2159
2160,Mattelson Marvin,blank_,Mattelson Marvin,Unknown,Unknown,2160
2161,Voiriot,Guillaume,Guillaume Voiriot,1713      ,1799      ,2161
2162,Afjei,Nasrollah,Nasrollah Afjei,1933      ,2033      ,2162
2163,Howe,Oscar,Oscar Howe,1915      ,1983      ,2163
2164,Hirshfield,Morris,Morris Hirshfield,1872      ,1946      ,2164
2165,Hristoff,Peter,Peter Hristoff,1958      ,2058      ,2165
2166,Sepehri,Sohrab,Sohrab Sepehri,1928      ,1980      ,2166
2167,Rodríguez Juárez,Juan,Juan Rodríguez Juárez,1675      ,1728      ,2167
2168,Thomas,Alma,Alma Thomas,1891      ,1978      ,2168
2169,Moss,Kevin,Kevin Moss,1957      ,2057      ,2169
2170,Courtright,Robert,Robert Courtright,1926      ,2012      ,2170
2171,Parodi,Roberto,Roberto Parodi,1957      ,2057      ,2171
2172,Boice,Bruce,Bruce Boice,1941      ,2041      ,2172
2173,Rojas,Elmar,Elmar Rojas,1938      ,2038      ,2173
2174,Gorchov,Ron,Ron Gorchov,1930      ,2030      ,2174
2175,Negroponte,George,George Negroponte,1953      ,2053      ,2175
2176,Jeff,blank_,Jeff,1942      ,2042      ,2176
2177,Bradley,Peter,Peter Bradley,1940      ,2040      ,2177
2178,Cobo,Chema,Chema Cobo,1952      ,2052      ,2178
2179,Stevens,May,May Stevens,1924      ,2024      ,2179
2180,Allen,Terry,Terry Allen,1943      ,2043      ,2180
2181,Lizardo,Luis,Luis Lizardo,1956      ,2056      ,2181
2182,Schuyff,Peter,Peter Schuyff,1958      ,2058      ,2182
2183,Siler,Todd,Todd Siler,1953      ,2053      ,2183
2184,Wynn,Donald James,Donald James Wynn,1942      ,2042      ,2184
2185,Roche,Rabell Arnaldo,Rabell Arnaldo Roche,1955      ,2055      ,2185
2186,Alexander,John,John Alexander,1945      ,2045      ,2186
2187,Meyer,Melissa,Melissa Meyer,1947      ,2047      ,2187
2188,McCleary,Dan,Dan McCleary,1952      ,2052      ,2188
2189,Jackson,Oliver,Oliver Jackson,1935      ,2035      ,2189
2190,Kushner,Robert,Robert Kushner,1949      ,2049      ,2190
2191,Tweddle,John,John Tweddle,1938      ,2038      ,2191
2192,Hsu,Tishan,Tishan Hsu,1951      ,2051      ,2192
2193,Wonner,Paul,Paul Wonner,1920      ,2008      ,2193
2194,Chiriani,Richard,Richard Chiriani,1942      ,2042      ,2194
2195,Barth,Frances,Frances Barth,1946      ,2046      ,2195
2196,Hammond,Jane,Jane Hammond,1950      ,2050      ,2196
2197,Anderson,Doug,Doug Anderson,1954      ,2054      ,2197
2198,Brown,Christopher,Christopher Brown,1951      ,2051      ,2198
2199,Kostabi,Mark,Mark Kostabi,1960      ,2060      ,2199
2200,Connelly,Chuck,Chuck Connelly,1955      ,2055      ,2200
2201,Van Horn,Dana,Dana Van Horn,1950      ,2050      ,2201
2202,Paschke,Ed,Ed Paschke,1939      ,2004      ,2202
2203,Birmelin,A Robert,A Robert Birmelin,1933      ,2033      ,2203
2204,Broto,blank_,Broto,1949      ,2052      ,2204
2205,Anastasi,William,William Anastasi,1933      ,2033      ,2205
2206,Franco,Siron,Siron Franco,1947      ,2047      ,2206
2207,Smith,Richard,Richard Smith,1931      ,2031      ,2207
2208,Arevalo,Javier,Javier Arevalo,1937      ,2037      ,2208
2209,Brown,Theophilus,Theophilus Brown,1919      ,2012      ,2209
2210,Marcus,Paul,Paul Marcus,1953      ,2053      ,2210
2211,Dixon,Willard,Willard Dixon,1942      ,2042      ,2211
2212,Nadin,Peter,Peter Nadin,1954      ,2054      ,2212
2213,Sarkisian,Paul,Paul Sarkisian,1928      ,2028      ,2213
2214,Jolly,Nicholas,Nicholas Jolly,1962      ,2062      ,2214
2215,Barclay,Stephen,Stephen Barclay,1961      ,2061      ,2215
2216,Zucker,Joe,Joe Zucker,1941      ,2041      ,2216
2217,Smith,Ian,Ian Smith,1950      ,2050      ,2217
2218,Kirkeby,Per,Per Kirkeby,1938      ,2038      ,2218
2219,Haynes,Nancy,Nancy Haynes,1947      ,2047      ,2219
2220,Ovchinnikov,Vladimir,Vladimir Ovchinnikov,1941      ,2015      ,2220
2221,Jemison,Noah,Noah Jemison,1943      ,2043      ,2221
2222,Grostein,Marcia,Marcia Grostein,1949      ,2049      ,2222
2223,Davis,Brad,Brad Davis,1942      ,2042      ,2223
2224,Schmit,Randall,Randall Schmit,1955      ,2055      ,2224
2225,Hendon,Cham,Cham Hendon,1936      ,2014      ,2225
2226,Laufer,Susan,Susan Laufer,1950      ,2050      ,2226
2227,Peltenburg-Brechneff,blank_,Peltenburg-Brechneff,1950      ,2050      ,2227
2228,Whang,In Kie,In Kie Whang,1951      ,2051      ,2228
2229,Hodler,Ferdinand,Ferdinand Hodler,1853      ,1918      ,2229
2230,Abts,Tomma,Tomma Abts,1967      ,2067      ,2230
2231,Enríquez,Nicolás,Nicolás Enríquez,1704      ,1795      ,2231
2232,Usui Bumpei,blank_,Usui Bumpei,1898      ,1994      ,2232
2233,Silver Horn,Haungooah,Haungooah Silver Horn,1860      ,1940      ,2233
2234,Pilaram,Faramarz,Faramarz Pilaram,1937      ,1982      ,2234
2235,Yáñez de la Almedina,Fernando,Fernando Yáñez de la Almedina,1470      ,1536      ,2235
2236,Duyckinck,Gerardus I,Gerardus I Duyckinck,1695      ,1746      ,2236
2237,Gaulli,Giovanni Battista,Giovanni Battista Gaulli,1639      ,1709      ,2237
2238,Bosin,Francis Blackbear,Francis Blackbear Bosin,1921      ,1980      ,2238
2239,Kahlhamer,Brad,Brad Kahlhamer,1956      ,Unknown      ,2239
2240,Aram,Kamrooz,Kamrooz Aram,1978      ,2078      ,2240
2241,Fathi,Golnaz,Golnaz Fathi,1972      ,2072      ,2241
2242,Castiglione,Giovanni Benedetto,Giovanni Benedetto Castiglione,1609      ,1664      ,2242
2243,Bloch,Albert,Albert Bloch,1882      ,1961      ,2243
2244,Bradford,Mark,Mark Bradford,1961      ,2061      ,2244
2245,Orrente,Pedro,Pedro Orrente,1580      ,1645      ,2245
2246,Dial,Thornton,Thornton Dial,1928      ,2016      ,2246
2247,Light,Joe,Joe Light,1934      ,2005      ,2247
2248,Proctor,Mary,Mary Proctor,1960      ,Unknown      ,2248
2249,Rowe,Nellie Mae,Nellie Mae Rowe,1900      ,1982      ,2249
2250,Smith,Mary T.,Mary T. Smith,1905      ,1995      ,2250
2251,Tolliver,Mose,Mose Tolliver,1924      ,2006      ,2251
2252,Young,Purvis,Purvis Young,1943      ,2010      ,2252
2253,Goodall,Frederick,Frederick Goodall,1822      ,1904      ,2253
2254,Napangardi,Dorothy,Dorothy Napangardi,1950      ,2013      ,2254
2255,Ganambarr,Gunybi,Gunybi Ganambarr,1973      ,Unknown      ,2255
2256,Mazzolino,Ludovico,Ludovico Mazzolino,1480      ,1528      ,2256
2257,Ahmadi,Shiva,Shiva Ahmadi,1975      ,2075      ,2257
2258,Gandolfi,Ubaldo,Ubaldo Gandolfi,1728      ,1781      ,2258
2259,von Hellermann,Sophie,Sophie von Hellermann,1975      ,Unknown      ,2259
2260,Marshall,Kerry James,Kerry James Marshall,1955      ,2055      ,2260
2261,Cagnacci,Guido,Guido Cagnacci,1601      ,1663      ,2261
2262,Caillebotte,Gustave,Gustave Caillebotte,1848      ,1894      ,2262
2263,Douglas,Aaron,Aaron Douglas,1899      ,1979      ,2263
2264,Porter,Charles Ethan,Charles Ethan Porter,1847      ,1923      ,2264
2265,Barye,Antoine-Louis,Antoine-Louis Barye,1796      ,1875      ,2265
2266,Riley,Bridget,Bridget Riley,1931      ,2031      ,2266
2267,Khnopff,Fernand,Fernand Khnopff,1858      ,1921      ,2267
2268,Beuckelaer,Joachim,Joachim Beuckelaer,1533      ,1574      ,2268
2269,Le Brun,Christopher,Christopher Le Brun,1951      ,2051      ,2269
2270,Sampler,Marion,Marion Sampler,1920      ,1998      ,2270
2271,Griffin,Kojo,Kojo Griffin,1971      ,2071      ,2271
2272,Morales,Luis de,Luis de Morales,1510      ,1586      ,2272
2273,Qiu Anxiong,blank_,Qiu Anxiong,1972      ,2072      ,2273
2274,Arabshahi,Masud,Masud Arabshahi,1935      ,2035      ,2274
2275,Alkhas,Hannibal,Hannibal Alkhas,1930      ,2010      ,2275
2276,Cappelen,August,August Cappelen,1827      ,1852      ,2276
2277,Harper,William A.,William A. Harper,1873      ,1910      ,2277
2278,Hummel,Carl Maria Nicolaus,Carl Maria Nicolaus Hummel,1821      ,1907      ,2278
2279,Périn,Alphonse-Henri,Alphonse-Henri Périn,1798      ,1874      ,2279
2280,Prieur,Romain-Étienne-Gabriel,Romain-Étienne-Gabriel Prieur,1806      ,1879      ,2280
2281,Zubelda Cigarettes,blank_,Zubelda Cigarettes,Unknown,Unknown,2281
2282,Tavernier,Jules,Jules Tavernier,1844      ,1889      ,2282
2283,Segers,Hercules,Hercules Segers,1590      ,1638      ,2283
2284,Wang Jian,blank_,Wang Jian,1609      ,1677      ,2284
2285,Alkadhi,Ayad,Ayad Alkadhi,1971      ,2071      ,2285
2286,Luti,Benedetto,Benedetto Luti,1666      ,1724      ,2286
2287,Cavarozzi,Bartolomeo,Bartolomeo Cavarozzi,1587      ,1625      ,2287
2288,Prellwitz,Edith Mitchill,Edith Mitchill Prellwitz,1865      ,1944      ,2288
2289,Pouyan,Shahpour,Shahpour Pouyan,1980      ,2080      ,2289
2290,Dolci,Carlo,Carlo Dolci,1616      ,1687      ,2290
2291,Caracciolo,Giovanni Battista,Giovanni Battista Caracciolo,1578      ,1635      ,2291
2292,Golub,Leon,Leon Golub,1922      ,2004      ,2292
2293,Leonelli,Antonio,Antonio Leonelli,1443      ,1525      ,2293
2294,Berchère,Narcisse,Narcisse Berchère,1819      ,1891      ,2294
2295,Sánchez,José,José Sánchez,1686      ,1695      ,2295
2296,Biernoff,Elisheva,Elisheva Biernoff,1980-08-22,Unknown      ,2296
2297,Boisselier,Antoine-Félix,Antoine-Félix Boisselier,1790      ,1857      ,2297
2298,Ghaffari,Yaha,Yaha Ghaffari,1830      ,1906      ,2298
